Word,Count
\jquery.ui.datepicker.js,\,10
webkit,10
happened,10
generation,10
applying,10
ancestor/preceding,10
zero),10
propagation,10
indexOf,10
trivial,10
\jquery.effects.scale.js,\,10
whatever,10
good,10
private,10
\jquery.ui.selectable.js,\,10
documents,10
test),10
constant,10
Close,10
cross,10
ready),10
https://github.com/jquery/jquery-ui,10
best,10
Text,10
Elements,10
monthNames,10
\timeout,\,10
pickers,10
\jquery.ui.widget.js,\,10
numerical,10
\(context,\,10
window.getComputedStyle,10
term,10
cookie,10
(it,10
injecting,10
\normalized,\,10
>>prefixed,10
\positive,\,10
Always,10
Prefer,10
focus/blur,10
storage,10
baseline,10
styling,10
jquery.ui.tabs.js,10
Fails,10
postFilter,10
AUTHORS.txt;,10
\:focus,\,10
o,10
sheet,10
responseXXX,10
use:,10
extending,10
add/remove,10
unbinds,10
\variable,\,10
pages,10
Extensions,10
FF10,10
\jquery.ui.dialog.js,\,10
(like,10
ISO,10
'',10
dom,10
`createDocumentFragment`,10
Prioritize,10
considered,10
getter,10
\jquery.effects.core.js,\,10
mix,10
beforeclose,10
running,10
sometimes,10
minDate/maxDate,10
specifically,10
race,10
respectively,10
--,10
display:none,10
Just,10
resizable,10
canceled,10
Fall,10
flexbox,10
\jquery.effects.drop.js,\,10
>>inputtypes,10
\directly,\,10
fixing,10
benefit,10
reusing,10
include:,10
delayed,10
>>fontface,10
http://bugs.jquery.com/ticket/8235,10
Inject,10
\jquery.ui.progressbar.js,\,10
IE6-,10
pad,10
rotation,10
#4669,10
Caller,10
\jquery.ui.mouse.js,\,10
(would,10
1.8,10
resize,10
(by,10
testDOMProps,10
legacy,10
strategy,10
\resizable,\,10
(anonymous,10
required,10
You,10
digits,10
\focus,\,10
model,10
quite,10
#5665),10
asynchronously,10
(optional):,10
enctype,10
paths,10
somewhere,10
typeof,10
Webkit's,10
QSA,10
\requests,\,10
singleton,10
>>inputelem,10
served,10
fakebody,10
\jquery.ui.droppable.js,\,10
Available,10
flashes,10
\jquery.effects.pulsate.js,\,10
remembering,10
Expose,10
Possible,10
inheritance,10
beforeClose),10
selecting,10
resets,10
\jquery.effects.explode.js,\,10
\year,\,10
Constrain,10
intersects,10
\'toggle',\,10
mess,10
get/setAttribute,10
arg,10
unloaded,10
skips,10
verify,10
higher,10
\(e.g.,\,10
collapsible,10
closed,10
Hold,10
Direction,10
refreshPositions,10
Init,10
event.</param>,9
definitions,9
values:,9
function.</param>,9
it.</summary>,9
\name="\wrappingElement"\\,9
recent,9
exposed,9
ES5-shim,9
GUID,9
Other,9
It's,9
details,9
Register,9
keyword,9
components,9
milliseconds,9
data.</summary>,9
(without,9
Change,9
set.</summary>,9
progressCallbacks,9
recursive,9
subset,9
\name="\function"\\,9
\type="\Object"\>Context\,9
completed,9
\jQuery.data(element,\,9
value.</summary>,9
$,9
\name="\types"\\,9
request.</param>,9
<summary>Merge,9
border.</summary>,9
timer,9
account,9
failCallbacks,9
results.</param>,9
doneCallbacks,9
\name="\attributeName"\\,9
text.</summary>,9
\name="\options"\\,9
executed.</param>,9
matchMedia,9
\ajaxOptions)"\\,9
\type="\Function"\>Optional\,9
send,9
future.</summary>,9
controlled,9
list.</summary>,9
\name="\success(data,\,9
\type="\Object"\>Additional\,9
<summary>Replace,9
event(s).</param>,9
\name="\switch"\\,9
<summary>Search,9
\name="\map"\\,9
similar,9
\name="\key"\\,8
converting,8
initiated,8
array-like,8
.live(),8
ComVisible,8
form1,8
(should,8
groupHeaderSection,8
direct,8
Easing,8
2008,8
well-formed,8
iterated,8
COM,8
v1.3;,8
Guess,8
Default:,8
nth-child,8
material,8
UI;,8
\"\callback"\\,8
.toggle(,8
Wrap,8
please,8
Intelligent,8
stops,8
likely,8
RadScriptManager1,8
\(xml,\,8
membership,8
George,8
W3C,8
reportFooterSection1,8
jQuery.browser,8
\page,\,8
bugs,8
deal,8
shape5,8
read,8
Additional,8
\"\keydown"\\,8
consisting,8
groupFooterSection,8
\"\invert"\\,8
Javascript,8
duration:,8
rendering,8
McGinley,8
Smith;,8
\json,\,8
\negative,\,8
User,8
textBox21,8
\name="\elem"\\,8
follow,8
Bakaus;,8
http://opensource.org/licenses/BSD-3-Clause,8
\pixels,\,8
copy),8
determines,7
'enhanced',7
Recurse,7
denoting,7
\value),\,7
spaces),7
\"\keydown,"\\,7
(including,7
\2010,\,7
never-ending,7
(possible,7
situation,7
\multiple,\,7
\"\mouseover"\\,7
non-null/undefined,7
merging,7
\classes,\,7
\error,\,7
\"\mousedown"\\,7
\Element,\,7
currently-running,7
data(),7
(Ajax),7
class(es),7
success,7
(separated,7
\"\load"\\,7
(the,7
shown,7
\"\dblclick"\\,7
\"\submit"\\,7
\name="\clearQueue"\\,7
\"\error"\\,7
Extend,7
\"\mouseout"\\,7
\"\scroll"\\,7
\"\keypress"\\,7
logging,7
URLs,7
\"\change"\\,7
value;,7
lists,7
\"\resize"\\,7
\"\focusin"\\,7
\"\keydown."\\,7
Data,7
bring,7
suitable,7
.on(),7
\index,\,7
\"\keyup"\\,7
flags,7
sync,7
\"\focusout"\\,7
Promise,7
(window),7
\"\select"\\,7
Never,7
\1.7,\,7
\"\focus"\\,7
configuration,7
Accepts,7
\"\mousemove"\\,7
\"\mouseup"\\,7
receive,7
login,7
\Document,\,7
\"\blur"\\,7
\jqXHR,\,6
\Sizzle("\#ID"\)\,6
\slow,\,6
textBox26,6
textBox28,6
Simulated,6
\firstly,\,6
Code,6
transparent,6
textBox32,6
list.add,6
fnProgress,6
innerText,6
\indexInArray)"\\,6
eventual,6
State,6
promise[,6
permission,6
\html)"\\,6
iOS,6
\remove,\,6
cased,6
attached</param>,6
non-computed,6
logical,6
pre-1.5,6
Headers,6
\replaced,\,6
\least,\,6
shape9,6
<summary>Resolve,6
selector],6
$(array),6
uncompleted,6
Tweaked,6
ends,6
state.</summary>,6
'Permission,6
Cross-domain,6
\prefilter,\,6
\name="\settings"\\,6
Queueing,6
thing,6
types/handlers,6
content.</summary>,6
Response,6
Traverse,6
\through,\,6
isWindow,6
\IE6,7,8\,6
\type="\jQuery"\>The\,6
\type="\jQuery"\>HTML\,6
cstype,6
Page.ClientScript;,6
\nodeType,\,6
(1/2,6
\0,0\,6
snapshot,6
crazy,6
rethrow,6
proprietary,6
opacity.</param>,6
subordinateN,6
Timeout,6
-=),6
IE<=8,6
\name="\f"\\,6
<summary>Store,6
$(function),6
string.</summary>,6
cs,6
callbackContext,6
triggered.</summary>,6
shape12,6
app,6
time),6
list-specific,6
\"\fx"\\,6
Library,6
camelCased,6
first),6
\callbacks,\,6
translate.</param>,6
reject_list,6
handlers.</param>,6
\copy,\,6
textBox29,6
\Also,\,6
Updated,6
exec,6
Building,6
null|undefined,6
library,6
\name="\newQueue"\\,6
lists),6
resolved.</summary>,6
<summary>Adds,6
JSON.stringify,6
(ticket,6
overzealous,6
<summary>Reject,6
func,6
Type,6
retry,6
\name="\alwaysCallbacks"\\,6
\gBCR,\,6
converted-to-camel,6
!=,6
\name="\failFilter"\\,6
'checked',6
\name="\includeMargin"\\,6
origFn,6
run.</summary>,6
\type="\Boolean"\>If\,6
\checked,\,6
\name="\html"\\,6
validator,6
<summary>Utility,6
index.</summary>,6
blur(),6
Caches,6
Complete,6
&#10;4,6
\TypeError,\,6
shape7,6
jQuery.merge,6
#11356:,6
pair;,6
Non-existent,6
Cancel,6
\dequeued,\,6
\name="\object1"\\,6
shape6,6
doubles,6
\memory,\,6
hashtable,6
urls),6
toward.</param>,6
\(!cs.IsStartupScriptRegistered(cstype,\,6
opaque.</summary>,6
cancelBubble,6
Raw,6
headers/mimetypes,6
\special,\,6
shape10,6
expression</param>,6
serialize.</param>,6
stopPropagation,6
occurs.</param>,6
UserID,6
contents.</param>,6
dummy,6
*real*,6
textBox31,6
user-defined,6
qualifier,6
#9587,6
\"\old"\\,6
listeners,6
number.</summary>,6
camel,6
\value)"\\,6
\"\done"\\,6
trim,6
\type="\jQuery"\>An\,6
\$("\p:first"\).is("\p:last"\)\,6
Attempt,6
non-converted,6
\name="\contained"\\,6
hotness,6
nodes;,6
\Return,\,6
MooTools,6
holds,6
<summary>Encode,6
:animated,6
\"\type"\\,6
non-forgettable,6
consist,6
Single,6
\Opera,\,6
offset.left,6
textContent,6
true);,6
(modified,6
Success/Error,6
\Sizzle("\.CLASS"\)\,6
subordinates;,6
pipe,6
margin:,6
Reduce,6
Quick,6
textBox23,6
non-aborts,6
<tfoot>,6
user's,6
(setting,6
\$("\"\),\,6
translating,6
`cache`,6
reference),6
ifModifiedKey,6
Called,6
Wrapped,6
boundary,6
parser,6
jQuery.event.remove,6
calculation.</param>,6
delete.</param>,6
property.</param>,6
iPhone),6
context</param>,6
successfully,6
embedded,6
service,6
\cloneNode,\,6
values.</summary>,6
balks,6
autoinserted,6
$(context).find(expr),6
borrowed,6
Ready,6
verified,6
jQuery.support),6
Grab,6
defining,6
guys,6
\...,\,6
Destroy,6
(#8060),6
Have,6
tree;,6
report,6
\name="\opacity"\\,6
external,6
tags,6
\name="\event"\\,6
<summary>An,6
traverse,6
Bulk,6
\name="\callbacks"\\,6
\name="\prev"\\,6
\"\PopupScript"\,\,6
functions),6
\name="\objectN"\\,6
\it),\,6
Denied',6
\name="\extraParameters"\\,6
split,6
dequeued,6
Fragments,6
references,6
\IE8,9\,6
\name="\withDataAndEvents"\\,6
application,6
\up,\,6
textBox24,6
BlackBerry,6
#9897,6
\fired,\,6
rejected,6
<summary>Matches,6
protocol:host:port,6
auto-abort,6
Assume,6
clone.</param>,6
\"\p"\\,6
\"\keydown"\</param>\,6
<thead>,6
\type="\jQuery"\>DOM\,6
#9682:,6
\name="\properties"\\,6
metadata,6
\)"\\,6
html).</param>,6
fall,6
\exception,\,6
gotoEnd,6
used),6
properties.</param>,6
createDocumentFragment,6
returnValue,6
\Optionally,\,6
Uppercase,6
cstext,6
With,6
textBox34,6
once),6
(#8070),6
lower,6
\name="\jumpToEnd"\\,6
entire,6
Stack,6
extract,6
\$(undefined),\,6
signature,6
serialize,6
<summary>Translate,6
\type="\Number"\>Zero-based\,6
offsetLeft,6
\key,\,6
\successful,\,6
doneCallbacks.</param>,6
to.</param>,6
\"\"\;\,6
shape11,6
resolver,6
(used,6
#11809:,6
\"\keydown.myPlugin"\.</param>\,6
\"\PopupScript"\))\,6
promotion),6
#5509,6
<embed>,6
\traditional,\,6
elems,6
leading/trailing,6
truthy,6
spurious,6
collisions,6
\end,\,6
zero-indexed,6
jslint,6
#10501,6
Skip,6
depth,6
Sizzle.js,6
shape8,6
Send,6
\XMLHttpRequest,\,6
textBox25,6
(#5866:,6
Inspect,6
\name="\handler()"\\,6
readable),6
instruction,6
handleScript,6
DOM.</summary>,6
\secret"\);\,6
free,6
Calling,6
progressCallbacks.</param>,6
\callable,\,6
Weird,6
(#10080),6
\name="\doneFilter"\\,6
types-object,6
textBox22,6
$(#id),6
tweens,6
Extending,6
\"\GET"\\,6
\type="\String"\>As\,6
Lock,6
<summary>Retrieve,6
Shortcut,6
http://jquery.com/,6
#4833),6
\eventType,\,6
\<table>,\,6
\transport,\,6
null/undef,6
'px',6
lookup,6
html(),6
$(html),6
type.</summary>,6
garbage,6
radios,6
protocol-less,6
reportHeaderSection1,6
Own,6
Special,6
progress_list.lock,6
\server,\,6
textBox30,6
Speed,6
textBox33,6
\name="\arguments"\\,6
KB),6
IE9/10,6
\type="\Array"\>One\,6
per-property,6
affected,6
\$(null),\,6
resolve_list,6
\own,\,6
Deferreds.</summary>,6
<summary>Stop,6
marginLeft,6
(original,6
\fnDone,\,6
\"\small"\\,6
\name="\progressCallbacks"\\,6
#6930,6
Request,6
#9237,6
list.fire,6
property-value,6
stack.</summary>,6
addScriptTags:,6
\detached,\,6
continuing,6
cycle,6
subordinates,6
#8950,6
rejection,6
context[0],6
situations,6
further,6
complains,6
#7116,6
(+=,6
locked,6
*may*,6
true/undefined/null,6
\"\XHTML"\-style\,6
context.</summary>,6
leaking,6
\fnFail,\,6
mismatch,6
#12266,6
explanation,6
\"\length"\\,6
wrappers,6
Revision,6
#7345,6
index.</param>,6
enumerated,6
\type="\String"\>Another\,6
class.</summary>,6
beyond,6
(except,6
$(...)),6
\listener,\,6
\name="\elementArray"\\,6
Deferreds,6
Overrides,6
Avoids,6
Splice,6
kills,6
textBox27,6
consistency,6
Must,6
preventDefault,6
resolveValues,6
execScript,6
as-is,6
\anything,\,6
failCallbacks.</param>,6
Pass,6
6/7,6
#10870),6
provider,6
this.GetType();,6
differently,6
fresh,6
invoke,6
\name="\handler"\\,6
(they,6
Propagate,6
\cs.RegisterStartupScript(cstype,\,6
positional/relative,6
#9699,6
\cstext,\,6
<summary>Adjust,6
it),6
Control,6
THE,6
NOT,6
alters,6
cancellation,6
newly-formed,6
Builds,6
\given,\,6
'new',6
<>,6
opt.queue,6
expandos,6
matter,6
tested,6
jQuery.event.remove's,6
DOM-JS,6
$(false),6
vars,6
needed),6
ClientScriptManager,6
Simply,6
sparse,6
Operate,6
looks,6
Types,6
#11153),6
BSD,6
throwing,6
INTERNAL,6
handler.</summary>,6
AND,6
Index,6
parsed,6
aborting,6
host,6
\Lastly,\,6
peel,6
fireWith),6
filter),6
\fast,\,6
exposing,6
#5443),6
Watch,6
notify,6
\5,\,6
completely,6
timers,6
removeAttribute,6
items.</summary>,6
overhead,6
\name="\dataType"\\,6
array.</param>,6
_=,6
\target,\,6
behaves,6
permits,6
to:,6
repeatable,6
played,6
translate,6
'clean',6
http://json.org/json2.js,6
'length',6
<object>,6
\decrement,\,6
\name="\callback(\,6
slightly,6
(#7531:,6
$(DOMElement),6
\back,\,6
specified;,6
string).</param>,6
\bound,\,6
'invalid',6
newDefer,6
\Deferred,\,6
].disable;,6
removal),6
getElementsByTagName,6
transparent.</summary>,6
safeFragment,6
script:,6
\Sizzle("\TAG"\)\,6
forwarding,6
passed.</summary>,6
.show()),5
css-tricks.com/rgba-browser-support/,5
(with,5
Deprecated,5
Jehl,5
scrollLeft,5
5.1.7,5
{Document|DocumentFragment},5
miketaylr.com/code/input-type-attr.html,5
hump,5
\positives/negatives,\,5
cssFloat),5
tablets,5
Whitespace,5
\"\fired"\\,5
collision,5
swappable,5
condition,5
px,5
setCss,5
real,5
opacity:,5
definition,5
retain,5
middle;,5
closure,5
\HTML,\,5
\variant,\,5
\"\cannot\,5
painfully,5
*new*,5
EOL'ed,5
ways:,5
-----,5
\Event,\,5
promises,5
ascertain,5
\Opera),\,5
unavailable,5
Mozilla,5
Hook,5
\json"\:p.parseJSON,"\text\,5
(lasso),5
Thu,5
\"\next/prev"\\,5
@jdalton,5
anchors,5
\want,\,5
jQuery.uaMatch,5
\variants,\,5
retokenization,5
http://blindsignals.com/index.php/2009/07/jquery-delay/,5
#270,5
nonprefixed,5
\a.elem[a.prop]==null||!!a.elem.style&&a.elem.style[a.prop]!=null?(b=p.css(a.elem,a.prop,!1,"\"\),!b||b==="\auto"\?0:b):a.elem[a.prop]},set:function(a){p.fx.step[a.prop]?p.fx.step[a.prop](a):a.elem.style&&(a.elem.style[p.cssProps[a.prop]]!=null||p.cssHooks[a.prop])?p.style(a.elem,a.prop,a.now+a.unit):a.elem[a.prop]=a.now}}},cZ.propHooks.scrollTop=cZ.propHooks.scrollLeft={set:function(a){a.elem.nodeType&&a.elem.parentNode&&(a.elem[a.prop]=a.now)}},p.each(["\toggle"\,"\show"\,"\hide"\],function(a,b){var\,5
setCssAll,5
postDispatch,5
elem.type,5
\using,\,5
hasOwnProperty,5
window;,5
\c=="\object"\&&(f="\POST"\),p.ajax({url:a,type:f,dataType:"\html"\,data:c,complete:function(a,b){d&&h.each(d,g||[a.responseText,b,a])}}).done(function(a){g=arguments,h.html(e?p("\<div>"\).append(a.replace(cr,"\"\)).find(e):a)}),this},p.each("\ajaxStart\,5
ideas,5
mouse/key,5
\k.getBoundingClientRect!="\undefined"\&&(j=k.getBoundingClientRect()),e=da(l),f=c.clientTop||d.clientTop||0,g=c.clientLeft||d.clientLeft||0,h=e.pageYOffset||c.scrollTop,i=e.pageXOffset||c.scrollLeft,{top:j.top+h-f,left:j.left+i-g}):j)},p.offset={bodyOffset:function(a){var\,5
\c.top-=parseFloat(p.css(a,"\marginTop"\))||0,c.left-=parseFloat(p.css(a,"\marginLeft"\))||0,d.top+=parseFloat(p.css(b[0],"\borderTopWidth"\))||0,d.left+=parseFloat(p.css(b[0],"\borderLeftWidth"\))||0,{top:c.top-d.top,left:c.left-d.left}},offsetParent:function(){return\,5
mainly,5
welcome,5
Modernizr.prefixed('boxSizing'),5
rack,5
srufaculty.sru.edu/david.dailey/svg/newstuff/clipPath4.svg,5
Leaks,5
Forms,5
\box,\,5
pixel,5
namespace),5
modernizr,5
(read-only),5
preFilter,5
developing,5
maintains,5
defaulting,5
(prefilters),5
taunting,5
experience,5
DOMElement,5
21:13:05,5
tab/window,5
modernizr.github.com/Modernizr/touch.html,5
\rgb(num%,num%,num%)\,5
Unix,5
Aspect,5
https://developer.mozilla.org/en/Security/CSP,5
(You,5
'-',5
feed,5
\"\dialog"\,\,5
join,5
fractions),5
types:,5
multipe,5
Multi-Selects,5
elem]),5
Additionally,5
\"\);return\,5
evaluated,5
Piggyback,5
blanks,5
'mozRequestAnimationFrame',5
\"\memorized"\\,5
#11764),5
pseudo-class,5
bubbled,5
$=,5
D,5
fractions,5
rinlinejQuery,5
Fetch,5
prev/today/next,5
selectedDate,5
re-trigger,5
FF3.6,5
sequential,5
interest,5
Modernizr.testStyles(),5
rbuggyQSA.length,5
different),5
(#3861),5
nodeHook,5
'shivCSS':,5
char,5
Transports,5
Options,5
(fx,5
instance's,5
\retrieve,\,5
Array's,5
corrects,5
Currently,5
#6109,5
Increase,5
bit.ly/iphoneoscodecs,5
Ben,5
\a=this[0],b=this.offsetParent(),c=this.offset(),d=c_.test(b[0].nodeName)?{top:0,left:0}:b.offset();return\,5
\"\dialog"\\,5
Alman,5
offscreen,5
\(transform-3d),(-webkit-transform-3d){\,5
'scoped',5
address,5
Fade,5
\f=c.jsonpCallback=p.isFunction(c.jsonpCallback)?c.jsonpCallback():c.jsonpCallback,g=a[f],l?c.url=j.replace(cG,"\$1"\+f):m?c.data=i.replace(cG,"\$1"\+f):k&&(c.url+=(cF.test(j)?"\&"\:"\?"\)+c.jsonp+"\="\+f),c.converters["\script\,5
top-level,5
\e=p.isEmptyObject(a),f=p.speed(b,c,d),g=function(){var\,5
distinguish,5
receive/update,5
major,5
#5701,5
Also,5
Script,5
propagating,5
\Only,\,5
\rgb(num,num,num)\,5
round,5
draft,5
continually,5
\8,\,5
\CSS3,\,5
outer,5
models,5
startup,5
non-escaped,5
(IE6,5
\currentItem,\,5
#2330,5
finds,5
converts,5
\filtering,\,5
complex,5
\.prefixed('requestAnimationFrame',\,5
class2type,5
m,5
Big,5
compile,5
Ryan,5
modification,5
(this,5
details:,5
queueHooks,5
Prefilter,5
(http://www.w3.org/TR/css3-selectors/#attribute-selectors),5
following:,5
routine,5
big,5
Checking,5
literally,5
pressed,5
Erik,5
transformers,5
feature-detects/forms-placeholder.js,5
uppercases,5
.css,5
instance[options],5
\'webkitTransitionEnd',\,5
'background-image:',5
test:,5
#2317,5
Zaytsev,5
\"\source_type\,5
border-radius:,5
\y(a,c,f,i){var\,5
reformat,5
re-shiv,5
windows,5
preflight,5
{Array},5
onSelect,5
Nth,5
getItem,5
detect..,5
\Modernizr,\,5
dynamically,5
\-10;"\><div\,5
todo:,5
wrap(),5
Modernizr.prefixed(),5
presentation,5
How,5
datalist:,5
contenteditable,5
range),5
(#9951),5
succeed,5
Snow,5
github.com/Modernizr/Modernizr/issues/396,5
.ui-resizable,5
\text/xml"\,html:"\text/html"\,text:"\text/plain"\,json:"\application/json,\,5
\b=a.offsetTop,c=a.offsetLeft;return\,5
(denoted,5
hashes,5
Compile,5
tracks,5
top-LIs,5
#12132,5
\"\+cx+"\;\,5
`text`,5
IE<9,5
information),5
droppable's,5
Was,5
\changeover,\,5
shifts,5
adjusted,5
(desktop),5
flexible,5
(#9807),5
*old*,5
\1.8,\,5
safety,5
Substract,5
intermediate,5
Assign,5
intentional:,5
apply..,5
(#6170),5
okay,5
Mac,5
managing,5
independently,5
really,5
special.change.handle,5
mouseCapture,5
+/-number,5
relatedTarget,5
src.innerHTML,5
succeeding,5
1.0.0),5
WP7,5
safest,5
pollution,5
\alas,\,5
Quit,5
(i.e,5
Datepicker,5
wont,5
Contributors,5
\b?cB(a,p.ajaxSettings):(b=a,a=p.ajaxSettings),cB(a,b),a},ajaxSettings:{url:ck,isLocal:cn.test(cj[1]),global:!0,type:"\GET"\,contentType:"\application/x-www-form-urlencoded;\,5
`@media,5
highlightFade,5
Cross-browser,5
coexist,5
(http://www.robertpenner.com/easing),5
documentFragment,5
indexed,5
'MozBoxSizing',5
this.placeholder[0].parentNode,5
Preset,5
matchesSelector(:active),5
consumption,5
isEventSupported,5
released),5
Back,5
sizes,5
\dataType,\,5
hsla(),5
Incorporate,5
(directly-bound),5
thereafter,5
\"\flat"\\,5
circumvent,5
Shouldn't,5
insane,5
deals,5
panel,5
key/values,5
combinator,5
select.val(),5
whereas,5
coordinate,5
*********************************,5
\args,\,5
\Normally,\,5
partially,5
d=/Y/.test(c);p.fn[a]=function(e){return,5
addEventListener/attachEvent,5
position.split(',5
lie,5
display:block,5
jquery.com,5
display/closure,5
\offsetWidth,\,5
\Modernizr.hasEvent("\textInput"\)\,5
FF3.5.0,5
occur?),5
remain,5
(eg,5
this;var,5
\a===b?this:this.each(function(b){p.offset.setOffset(this,a,b)});var\,5
enhanced,5
bugfix,5
ARIA,5
\rgba(0,\,5
Listener,5
buttons,5
non-whitespace,5
misinterprets,5
z-Index,5
isFunction,5
zoom,5
check:,5
\ending,\,5
Various,5
renders,5
non-portable,5
XHTML,5
(break,5
text/comment,5
Trim,5
\this[a]=!0,a}}),p.ajaxPrefilter("\json\,5
`,5
\:active,\,5
covering,5
Petre,5
oldIE),5
@throws,5
\alone,\,5
@font-face,5
once:,5
stopped,5
#4958,5
form(#6743),5
mark,5
ajaxComplete,5
matchExpr.needsContext,5
WebGL,5
\insertion,\,5
beforeShow,5
release),5
somehow,5
\tags,\,5
elementMatchers,5
S60,5
www.quirksmode.org/dom/html5.html,5
encoded,5
discovered,5
mousenter/leave,5
\b=!0,c=a!=null&&a+"\queueHooks"\,f=p.timers,g=p._data(this);if(c)g[c]&&g[c].stop&&e(g[c]);else\,5
(#8026),5
\cI[g]);if(e)i.readyState!==4&&i.abort();else{h=i.status,k=i.getAllResponseHeaders(),l={},m=i.responseXML,m&&m.documentElement&&(l.xml=m);try{l.text=i.responseText}catch(a){}try{j=i.statusText}catch(n){j="\"\}!h&&c.isLocal&&!c.crossDomain?h=l.text?200:404:h===1223&&(h=204)}}}catch(o){e||f(-1,o)}l&&f(h,j,l,k)},c.async?i.readyState===4?setTimeout(d,0):(g=++cK,cJ&&(cI||(cI={},p(a).unload(cJ)),cI[g]=d),i.onreadystatechange=d):d()},abort:function(){d&&d(0,1)}}}});var\,5
runloop,5
MouseEvent,5
\time,\,5
\this.animate(b,a,c,d)}}),p.speed=function(a,b,c){var\,5
display:,5
discrepancy,5
vendor-prefixed,5
\innerWidth,\,5
fittingly,5
onchange,5
non-scalar,5
Private,5
\"\remove\,5
expires:,5
notes:,5
\1AM,\,5
formatting/parsing,5
Sep,5
images,5
case-insensitive,5
http://erik.eae.net/archives/2007/07/27/18.54.15/#comment-102291,5
interfering,5
(max-width:768)'),5
\non-W3C,\,5
detects,5
Vendors,5
#10324,5
\l.data!="\string"\&&(l.data=p.param(l.data,l.traditional)),cA(cv,l,c,x);if(v===2)return\,5
pattern,5
Translates,5
appendTo:,5
tables,5
network,5
retains,5
tuples,5
\language,\,5
latter,5
\Modernizr.prefixed('requestAnimationFrame',\,5
b;if(v<2)for(b,5
style.background,5
merges,5
\possible,\,5
\datetime,\,5
9's,5
\percentage,\,5
my,5
regexp,5
setTimeout,5
Real,5
image.load,5
Clean,5
\dom,\,5
headers:,5
+up,5
friendly,5
bugzil.la/688158,5
\or,\,5
fine,5
cleanData,5
Following,5
fold,5
IE7/IE8,5
overloads,5
produce,5
Ban,5
\l.headers)x.setRequestHeader(k,l.headers[k]);if(!l.beforeSend||l.beforeSend.call(m,x,l)!==!1&&v!==2){w="\abort"\;for(k\,5
panic,5
Enable,5
\a=="\object"\?p.extend({},a):{complete:c||!c&&b||p.isFunction(a)&&a,duration:a,easing:c&&b||b&&!p.isFunction(b)&&b};d.duration=p.fx.off?0:typeof\,5
creation:,5
path:,5
\changed,\,5
seed-results,5
\0,55\,5
\text"\:a.String,"\text\,5
reachable,5
https://bugzilla.mozilla.org/show_bug.cgi?id=649285,5
\print"\)\,5
currentContainer,5
\matchExpr["\CHILD"\]\,5
http://www.w3.org/TR/CSS21/syndata.html#value-def-identifier,5
viewport,5
http://www.w3.org/TR/2003/WD-DOM-Level-3-Events-20030331/ecma-script-binding.html,5
(known,5
quirky,5
c;if(v===2){if(!f){f={};while(c=cm.exec(e))f[c[1].toLowerCase()]=c[2]}c=f[a.toLowerCase()]}return,5
Does,5
inst.yearshtml,5
browsers;,5
\4/24/12,\,5
Disables,5
intersection,5
opening,5
Color,5
http://dev.jquery.com/ticket/4014,5
\again,\,5
Rotate,5
\specified,\,5
\[0.0,1.0]\,5
eval,5
confused,5
jQuery.event.trigger(),5
switched,5
sneaks,5
\xml"\:p.parseXML},flatOptions:{context:!0,url:!0}},ajaxPrefilter:cz(cv),ajaxTransport:cz(cw),ajax:function(a,c){function\,5
@,5
evidenced,5
overflowY,5
(avoids,5
#21,5
careful,5
fraction,5
github.com/NielsLeenheer/html5test/blob/9106a8/index.html#L845,5
\FF4,\,5
int[2],5
synchronization,5
1.7,5
$.Widget's,5
backward,5
transforms,5
non-zero,5
elemStyle.background,5
\},\,5
document/fragment,5
(three,5
Resizable,5
developer.mozilla.org/En/Media_formats_supported_by_the_audio_and_video_elements,5
disappear,5
\it"\\,5
\g,h,i=c.xhr();c.username?i.open(c.type,c.url,c.async,c.username,c.password):i.open(c.type,c.url,c.async);if(c.xhrFields)for(h\,5
sequence,5
android,5
century,5
getter/setter,5
IE-fix,5
disabled),5
\"\computed\,5
\yes,\,5
outerXXXX(),5
\c,d,e,f,g,h,i,j={top:0,left:0},k=this[0],l=k&&k.ownerDocument;if(!l)return;return(d=l.body)===k?p.offset.bodyOffset(k):(c=l.documentElement,p.contains(c,k)?(typeof\,5
Greater,5
\d=p.css(a,"\position"\);d==="\static"\&&(a.style.position="\relative"\);var\,5
depend,5
\a=this.offsetParent||e.body;while(a&&!c_.test(a.nodeName)&&p.css(a,"\position"\)==="\static"\)a=a.offsetParent;return\,5
preDispatch,5
`name`,5
Loosely,5
quit,5
parameters:,5
binary,5
Catch,5
(inclusive),5
\a&&a.get?a.get(this):cZ.propHooks._default.get(this)},run:function(a){var\,5
\'transitionend',\,5
backup,5
Engine,5
language,5
\history,\,5
getting/setting,5
ie6,5
don,5
.ui-dialog,5
request:,5
\"\complete"\\,5
overriding,5
BOM,5
(Thanks,5
manually,5
uncatchable,5
\method,\,5
localStorage.setItem,5
\instance"\;\,5
(#11500),5
(#9521),5
ambiguity,5
centre),5
\merge,\,5
Duration,5
methodValue,5
\"\\\b"\);\,5
(mediates,5
dashes,5
saved,5
users,5
Fill,5
3.5,5
\a},swing:function(a){return.5-Math.cos(a*Math.PI)/2}},p.timers=[],p.fx=cZ.prototype.init,p.fx.tick=function(){var\,5
useless,5
\a=a||w,g&&g.abort(a),y(0,a),this}};o.promise(x),x.success=x.done,x.error=x.fail,x.complete=q.add,x.statusCode=function(a){if(a){var\,5
d,5
Radios,5
Modernizr.video.ogg,5
robust,5
nobody,5
